day,month,year,bin.id,paired.com.id.initial,paired.com.id.final,vase.id,loc.id,diversity.treatment,disease.treatment,depth,family.id,clone.color,alive,no.shoots,root.length,ag.biomass,bg.biomass,shoot.id,shoot.length,sheath.length,inoculated,flw,leaf.id,outside.sheath,leaf.length,leaf.area,lesion.present,lesion.no,lesion.area,lesion.pc,broken.tip,tissue.sample
5,june,2018,1,V25,SP1,6,1,poly,control,shallow,S12,pink,1,9,30,1.49,1.071,9,40,12,NA,0,1,0,NA,NA,NA,NA,NA,NA,NA,0
5,june,2018,1,V25,SP1,6,1,poly,control,shallow,S12,pink,1,9,30,1.49,1.071,9,40,12,NA,0,2,0,NA,NA,NA,NA,NA,NA,NA,0
5,june,2018,1,V25,SP1,6,1,poly,control,shallow,S12,pink,1,9,30,1.49,1.071,9,40,12,NA,0,3,0,NA,NA,NA,NA,NA,NA,NA,0
5,june,2018,1,V25,SP1,6,1,poly,control,shallow,S12,pink,1,9,30,1.49,1.071,9,40,12,NA,0,4,0,NA,NA,NA,NA,NA,NA,NA,0
5,june,2018,1,V25,SP1,6,1,poly,control,shallow,S12,pink,1,9,30,1.49,1.071,9,40,12,NA,0,5,1,NA,NA,NA,NA,NA,NA,NA,0
5,june,2018,1,V25,SP1,6,1,poly,control,shallow,S12,pink,1,9,30,1.49,1.071,9,40,12,NA,0,6,1,NA,NA,NA,NA,NA,NA,NA,0
5,june,2018,1,V25,SP1,6,2,poly,control,shallow,S3,yellow,1,1,9,0.008,0.028,1,3,1,NA,0,1,0,NA,NA,NA,NA,NA,NA,NA,0
5,june,2018,1,V25,SP1,6,2,poly,control,shallow,S3,yellow,1,1,9,0.008,0.028,1,3,1,NA,0,2,0,NA,NA,NA,NA,NA,NA,NA,1
5,june,2018,1,V25,SP1,6,3,poly,control,shallow,S3,blue,1,1,7,0.031,0.055,1,15,5,NA,0,1,0,NA,NA,NA,NA,NA,NA,NA,0
5,june,2018,1,V25,SP1,6,3,poly,control,shallow,S3,blue,1,1,7,0.031,0.055,1,15,5,NA,0,2,0,NA,NA,NA,NA,NA,NA,NA,1
5,june,2018,1,V25,SP1,6,3,poly,control,shallow,S3,blue,1,1,7,0.031,0.055,1,15,5,NA,0,3,0,NA,NA,NA,NA,NA,NA,NA,0
5,june,2018,1,V25,SP1,6,3,poly,control,shallow,S3,blue,1,1,7,0.031,0.055,1,15,5,NA,0,4,1,NA,NA,NA,NA,NA,NA,NA,0
5,june,2018,1,V25,SP1,6,4,poly,control,shallow,S1,purple,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
5,june,2018,1,V25,SP1,6,NA,poly,control,shallow,NA,misc,NA,NA,NA,0.049,0.117,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
5,june,2018,1,V97,DP5,8,1,poly,disease,deep,D2,pink,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
5,june,2018,1,V97,DP5,8,2,poly,disease,deep,D9,yellow,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
5,june,2018,1,V97,DP5,8,3,poly,disease,deep,D4,blue,1,1,16,0.036,0.098,1,18,5,1,0,1,0,NA,NA,NA,NA,NA,NA,NA,0
5,june,2018,1,V97,DP5,8,3,poly,disease,deep,D4,blue,1,1,16,0.036,0.098,1,18,5,1,0,2,0,NA,NA,NA,NA,NA,NA,NA,1
5,june,2018,1,V97,DP5,8,3,poly,disease,deep,D4,blue,1,1,16,0.036,0.098,1,18,5,1,0,3,0,NA,NA,NA,NA,NA,NA,NA,0
5,june,2018,1,V97,DP5,8,3,poly,disease,deep,D4,blue,1,1,16,0.036,0.098,1,18,5,1,0,4,1,NA,NA,NA,NA,NA,NA,NA,0
5,june,2018,1,V97,DP5,8,3,poly,disease,deep,D4,blue,1,1,16,0.036,0.098,1,18,5,1,0,5,1,NA,NA,NA,NA,NA,NA,NA,0
5,june,2018,1,V97,DP5,8,4,poly,disease,deep,D11,purple,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
5,june,2018,1,V25,SP1,9,1,poly,disease,shallow,S12,pink,1,3,NA,0.072,0.131,1,14.5,4,NA,0,1,0,NA,NA,NA,NA,NA,NA,NA,0
5,june,2018,1,V25,SP1,9,1,poly,disease,shallow,S12,pink,1,3,NA,0.072,0.131,1,14.5,4,NA,0,2,0,NA,NA,NA,NA,NA,NA,NA,0
5,june,2018,1,V25,SP1,9,1,poly,disease,shallow,S12,pink,1,3,NA,0.072,0.131,1,14.5,4,NA,0,3,0,NA,NA,NA,NA,NA,NA,NA,1
5,june,2018,1,V25,SP1,9,1,poly,disease,shallow,S12,pink,1,3,NA,0.072,0.131,1,14.5,4,NA,0,4,0,NA,NA,NA,NA,NA,NA,NA,0
5,june,2018,1,V25,SP1,9,1,poly,disease,shallow,S12,pink,1,3,NA,0.072,0.131,2,4.5,2,NA,0,1,0,NA,NA,NA,NA,NA,NA,NA,0
5,june,2018,1,V25,SP1,9,1,poly,disease,shallow,S12,pink,1,3,NA,0.072,0.131,2,4.5,2,NA,0,2,0,NA,NA,NA,NA,NA,NA,NA,0
5,june,2018,1,V25,SP1,9,1,poly,disease,shallow,S12,pink,1,3,NA,0.072,0.131,2,4.5,2,NA,0,3,0,NA,NA,NA,NA,NA,NA,NA,0
5,june,2018,1,V25,SP1,9,1,poly,disease,shallow,S12,pink,1,3,NA,0.072,0.131,3,4,3,NA,0,1,0,NA,NA,NA,NA,NA,NA,NA,0
5,june,2018,1,V25,SP1,9,1,poly,disease,shallow,S12,pink,1,3,NA,0.072,0.131,3,4,3,NA,0,2,0,NA,NA,NA,NA,NA,NA,NA,0
5,june,2018,1,V25,SP1,9,2,poly,disease,shallow,S3,yellow,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
5,june,2018,1,V25,SP1,9,3,poly,disease,shallow,S6,blue,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
5,june,2018,1,V25,SP1,9,4,poly,disease,shallow,S1,purple,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
5,june,2018,2,V47,M9,11,1,mono,disease,mid,M9,pink,1,5,23,2.337,1.308,1,66.5,20.5,NA,0,1,0,NA,NA,NA,NA,NA,NA,NA,0
5,june,2018,2,V47,M9,11,1,mono,disease,mid,M9,pink,1,5,23,2.337,1.308,1,66.5,20.5,NA,0,2,0,NA,NA,NA,NA,NA,NA,NA,1
5,june,2018,2,V47,M9,11,1,mono,disease,mid,M9,pink,1,5,23,2.337,1.308,1,66.5,20.5,NA,0,3,0,NA,NA,NA,NA,NA,NA,NA,0
5,june,2018,2,V47,M9,11,1,mono,disease,mid,M9,pink,1,5,23,2.337,1.308,1,66.5,20.5,NA,0,4,1,NA,NA,NA,NA,NA,NA,NA,0
5,june,2018,2,V47,M9,11,1,mono,disease,mid,M9,pink,1,5,23,2.337,1.308,1,66.5,20.5,NA,0,5,1,NA,NA,NA,NA,NA,NA,NA,0
5,june,2018,2,V47,M9,11,1,mono,disease,mid,M9,pink,1,5,23,2.337,1.308,1,66.5,20.5,NA,0,6,1,NA,NA,NA,NA,NA,NA,NA,0
5,june,2018,2,V47,M9,11,1,mono,disease,mid,M9,pink,1,5,23,2.337,1.308,2,49,15.5,NA,0,1,0,NA,NA,NA,NA,NA,NA,NA,0
5,june,2018,2,V47,M9,11,1,mono,disease,mid,M9,pink,1,5,23,2.337,1.308,2,49,15.5,NA,0,2,0,NA,NA,NA,NA,NA,NA,NA,0
5,june,2018,2,V47,M9,11,1,mono,disease,mid,M9,pink,1,5,23,2.337,1.308,2,49,15.5,NA,0,3,0,NA,NA,NA,NA,NA,NA,NA,0
5,june,2018,2,V47,M9,11,1,mono,disease,mid,M9,pink,1,5,23,2.337,1.308,2,49,15.5,NA,0,4,1,NA,NA,NA,NA,NA,NA,NA,0
5,june,2018,2,V47,M9,11,1,mono,disease,mid,M9,pink,1,5,23,2.337,1.308,2,49,15.5,NA,0,5,1,NA,NA,NA,NA,NA,NA,NA,0
5,june,2018,2,V47,M9,11,1,mono,disease,mid,M9,pink,1,5,23,2.337,1.308,3,56,17,NA,0,1,0,NA,NA,NA,NA,NA,NA,NA,0
5,june,2018,2,V47,M9,11,1,mono,disease,mid,M9,pink,1,5,23,2.337,1.308,3,56,17,NA,0,2,0,NA,NA,NA,NA,NA,NA,NA,0
5,june,2018,2,V47,M9,11,1,mono,disease,mid,M9,pink,1,5,23,2.337,1.308,3,56,17,NA,0,3,0,NA,NA,NA,NA,NA,NA,NA,0
5,june,2018,2,V47,M9,11,1,mono,disease,mid,M9,pink,1,5,23,2.337,1.308,3,56,17,NA,0,4,1,NA,NA,NA,NA,NA,NA,NA,0
5,june,2018,2,V47,M9,11,1,mono,disease,mid,M9,pink,1,5,23,2.337,1.308,3,56,17,NA,0,5,1,NA,NA,NA,NA,NA,NA,NA,0
5,june,2018,2,V47,M9,11,1,mono,disease,mid,M9,pink,1,5,23,2.337,1.308,4,33.5,12.5,NA,0,1,0,NA,NA,NA,NA,NA,NA,NA,0
5,june,2018,2,V47,M9,11,1,mono,disease,mid,M9,pink,1,5,23,2.337,1.308,4,33.5,12.5,NA,0,2,0,NA,NA,NA,NA,NA,NA,NA,0
5,june,2018,2,V47,M9,11,1,mono,disease,mid,M9,pink,1,5,23,2.337,1.308,4,33.5,12.5,NA,0,3,0,NA,NA,NA,NA,NA,NA,NA,0
5,june,2018,2,V47,M9,11,1,mono,disease,mid,M9,pink,1,5,23,2.337,1.308,4,33.5,12.5,NA,0,4,1,NA,NA,NA,NA,NA,NA,NA,0
5,june,2018,2,V47,M9,11,1,mono,disease,mid,M9,pink,1,5,23,2.337,1.308,4,33.5,12.5,NA,0,5,1,NA,NA,NA,NA,NA,NA,NA,0
5,june,2018,2,V47,M9,11,1,mono,disease,mid,M9,pink,1,5,23,2.337,1.308,5,13.5,5.5,NA,0,1,0,NA,NA,NA,NA,NA,NA,NA,0
5,june,2018,2,V47,M9,11,1,mono,disease,mid,M9,pink,1,5,23,2.337,1.308,5,13.5,5.5,NA,0,2,0,NA,NA,NA,NA,NA,NA,NA,0
5,june,2018,2,V47,M9,11,1,mono,disease,mid,M9,pink,1,5,23,2.337,1.308,5,13.5,5.5,NA,0,3,1,NA,NA,NA,NA,NA,NA,NA,0
5,june,2018,2,V47,M9,11,2,mono,disease,mid,M9,yellow,1,2,20.5,0.213,0.245,1,17.5,7,NA,0,1,0,NA,NA,NA,NA,NA,NA,NA,0
5,june,2018,2,V47,M9,11,2,mono,disease,mid,M9,yellow,1,2,20.5,0.213,0.245,1,17.5,7,NA,0,2,0,NA,NA,NA,NA,NA,NA,NA,1
5,june,2018,2,V47,M9,11,2,mono,disease,mid,M9,yellow,1,2,20.5,0.213,0.245,1,17.5,7,NA,0,3,0,NA,NA,NA,NA,NA,NA,NA,0
5,june,2018,2,V47,M9,11,2,mono,disease,mid,M9,yellow,1,2,20.5,0.213,0.245,1,17.5,7,NA,0,4,1,NA,NA,NA,NA,NA,NA,NA,0
5,june,2018,2,V47,M9,11,2,mono,disease,mid,M9,yellow,1,2,20.5,0.213,0.245,1,17.5,7,NA,0,5,1,NA,NA,NA,NA,NA,NA,NA,0
5,june,2018,2,V47,M9,11,2,mono,disease,mid,M9,yellow,1,2,20.5,0.213,0.245,2,8,2,NA,0,1,0,NA,NA,NA,NA,NA,NA,NA,0
5,june,2018,2,V47,M9,11,2,mono,disease,mid,M9,yellow,1,2,20.5,0.213,0.245,2,8,2,NA,0,2,0,NA,NA,NA,NA,NA,NA,NA,0
5,june,2018,2,V47,M9,11,2,mono,disease,mid,M9,yellow,1,2,20.5,0.213,0.245,2,8,2,NA,0,3,2,NA,NA,NA,NA,NA,NA,NA,0
5,june,2018,2,V47,M9,11,3,mono,disease,mid,M9,blue,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
5,june,2018,2,V47,M9,11,4,mono,disease,mid,M9,purple,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
5,june,2018,2,V47,M9,11,NA,mono,disease,mid,M9,misc,NA,NA,NA,0.143,0.029,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
5,june,2018,2,V47,M9,14,1,mono,control,mid,M9,pink,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
5,june,2018,2,V47,M9,14,2,mono,control,mid,M9,yellow,1,3,20,0.701,0.481,1,36.5,16.5,NA,0,1,0,NA,NA,NA,NA,NA,NA,NA,0
5,june,2018,2,V47,M9,14,2,mono,control,mid,M9,yellow,1,3,20,0.701,0.481,1,36.5,16.5,NA,0,2,0,NA,NA,NA,NA,NA,NA,NA,1
5,june,2018,2,V47,M9,14,2,mono,control,mid,M9,yellow,1,3,20,0.701,0.481,1,36.5,16.5,NA,0,3,0,NA,NA,NA,NA,NA,NA,NA,0
5,june,2018,2,V47,M9,14,2,mono,control,mid,M9,yellow,1,3,20,0.701,0.481,1,36.5,16.5,NA,0,4,1,NA,NA,NA,NA,NA,NA,NA,0
5,june,2018,2,V47,M9,14,2,mono,control,mid,M9,yellow,1,3,20,0.701,0.481,1,36.5,16.5,NA,0,5,1,NA,NA,NA,NA,NA,NA,NA,0
5,june,2018,2,V47,M9,14,2,mono,control,mid,M9,yellow,1,3,20,0.701,0.481,2,8,1,NA,0,1,0,NA,NA,NA,NA,NA,NA,NA,0
5,june,2018,2,V47,M9,14,2,mono,control,mid,M9,yellow,1,3,20,0.701,0.481,2,8,1,NA,0,2,0,NA,NA,NA,NA,NA,NA,NA,0
5,june,2018,2,V47,M9,14,2,mono,control,mid,M9,yellow,1,3,20,0.701,0.481,2,8,1,NA,0,3,0,NA,NA,NA,NA,NA,NA,NA,0
5,june,2018,2,V47,M9,14,2,mono,control,mid,M9,yellow,1,3,20,0.701,0.481,2,8,1,NA,0,4,0,NA,NA,NA,NA,NA,NA,NA,0
5,june,2018,2,V47,M9,14,2,mono,control,mid,M9,yellow,1,3,20,0.701,0.481,3,37,6,NA,0,1,0,NA,NA,NA,NA,NA,NA,NA,0
5,june,2018,2,V47,M9,14,2,mono,control,mid,M9,yellow,1,3,20,0.701,0.481,3,37,6,NA,0,2,0,NA,NA,NA,NA,NA,NA,NA,0
5,june,2018,2,V47,M9,14,2,mono,control,mid,M9,yellow,1,3,20,0.701,0.481,3,37,6,NA,0,3,0,NA,NA,NA,NA,NA,NA,NA,0
5,june,2018,2,V47,M9,14,2,mono,control,mid,M9,yellow,1,3,20,0.701,0.481,3,37,6,NA,0,4,0,NA,NA,NA,NA,NA,NA,NA,0
5,june,2018,2,V47,M9,14,2,mono,control,mid,M9,yellow,1,3,20,0.701,0.481,3,37,6,NA,0,5,0,NA,NA,NA,NA,NA,NA,NA,0
5,june,2018,2,V47,M9,14,2,mono,control,mid,M9,yellow,1,3,20,0.701,0.481,3,37,6,NA,0,6,1,NA,NA,NA,NA,NA,NA,NA,0
5,june,2018,2,V47,M9,14,2,mono,control,mid,M9,yellow,1,3,20,0.701,0.481,3,37,6,NA,0,7,1,NA,NA,NA,NA,NA,NA,NA,0
5,june,2018,2,V47,M9,14,3,mono,control,mid,M9,blue,1,1,13,0.769,0.39,1,81.5,27,1,0,1,0,NA,NA,NA,NA,NA,NA,NA,0
5,june,2018,2,V47,M9,14,3,mono,control,mid,M9,blue,1,1,13,0.769,0.39,1,81.5,27,1,0,2,0,NA,NA,NA,NA,NA,NA,NA,1
5,june,2018,2,V47,M9,14,3,mono,control,mid,M9,blue,1,1,13,0.769,0.39,1,81.5,27,1,0,3,0,NA,NA,NA,NA,NA,NA,NA,0
5,june,2018,2,V47,M9,14,3,mono,control,mid,M9,blue,1,1,13,0.769,0.39,1,81.5,27,1,0,4,0,NA,NA,NA,NA,NA,NA,NA,0
5,june,2018,2,V47,M9,14,4,mono,control,mid,M9,purple,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
5,june,2018,2,V47,M9,14,NA,mono,control,mid,M9,misc,NA,NA,NA,0.23,0.002,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
5,june,2018,2,V17,S12,18,1,mono,control,shallow,S12,pink,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
5,june,2018,2,V17,S12,18,2,mono,control,shallow,S12,yellow,1,7,19,1.305,0.881,1,49,11,NA,0,1,0,NA,NA,NA,NA,NA,NA,NA,0
5,june,2018,2,V17,S12,18,2,mono,control,shallow,S12,yellow,1,7,19,1.305,0.881,1,49,11,NA,0,2,0,NA,NA,NA,NA,NA,NA,NA,1
5,june,2018,2,V17,S12,18,2,mono,control,shallow,S12,yellow,1,7,19,1.305,0.881,1,49,11,NA,0,3,0,NA,NA,NA,NA,NA,NA,NA,0
5,june,2018,2,V17,S12,18,2,mono,control,shallow,S12,yellow,1,7,19,1.305,0.881,1,49,11,NA,0,4,0,NA,NA,NA,NA,NA,NA,NA,0
5,june,2018,2,V17,S12,18,2,mono,control,shallow,S12,yellow,1,7,19,1.305,0.881,1,49,11,NA,0,5,0,NA,NA,NA,NA,NA,NA,NA,0
5,june,2018,2,V17,S12,18,2,mono,control,shallow,S12,yellow,1,7,19,1.305,0.881,1,49,11,NA,0,6,1,NA,NA,NA,NA,NA,NA,NA,0
5,june,2018,2,V17,S12,18,2,mono,control,shallow,S12,yellow,1,7,19,1.305,0.881,1,49,11,NA,0,7,1,NA,NA,NA,NA,NA,NA,NA,0
5,june,2018,2,V17,S12,18,2,mono,control,shallow,S12,yellow,1,7,19,1.305,0.881,2,19,5,NA,0,1,0,NA,NA,NA,NA,NA,NA,NA,0
5,june,2018,2,V17,S12,18,2,mono,control,shallow,S12,yellow,1,7,19,1.305,0.881,2,19,5,NA,0,2,0,NA,NA,NA,NA,NA,NA,NA,0
5,june,2018,2,V17,S12,18,2,mono,control,shallow,S12,yellow,1,7,19,1.305,0.881,2,19,5,NA,0,3,0,NA,NA,NA,NA,NA,NA,NA,0
5,june,2018,2,V17,S12,18,2,mono,control,shallow,S12,yellow,1,7,19,1.305,0.881,2,19,5,NA,0,4,0,NA,NA,NA,NA,NA,NA,NA,0
5,june,2018,2,V17,S12,18,2,mono,control,shallow,S12,yellow,1,7,19,1.305,0.881,2,19,5,NA,0,5,1,NA,NA,NA,NA,NA,NA,NA,0
5,june,2018,2,V17,S12,18,2,mono,control,shallow,S12,yellow,1,7,19,1.305,0.881,2,19,5,NA,0,6,1,NA,NA,NA,NA,NA,NA,NA,0
5,june,2018,2,V17,S12,18,2,mono,control,shallow,S12,yellow,1,7,19,1.305,0.881,3,16,4,NA,0,1,0,NA,NA,NA,NA,NA,NA,NA,0
5,june,2018,2,V17,S12,18,2,mono,control,shallow,S12,yellow,1,7,19,1.305,0.881,3,16,4,NA,0,2,0,NA,NA,NA,NA,NA,NA,NA,0
5,june,2018,2,V17,S12,18,2,mono,control,shallow,S12,yellow,1,7,19,1.305,0.881,3,16,4,NA,0,3,0,NA,NA,NA,NA,NA,NA,NA,0
5,june,2018,2,V17,S12,18,2,mono,control,shallow,S12,yellow,1,7,19,1.305,0.881,3,16,4,NA,0,4,0,NA,NA,NA,NA,NA,NA,NA,0
5,june,2018,2,V17,S12,18,2,mono,control,shallow,S12,yellow,1,7,19,1.305,0.881,3,16,4,NA,0,5,0,NA,NA,NA,NA,NA,NA,NA,0
5,june,2018,2,V17,S12,18,2,mono,control,shallow,S12,yellow,1,7,19,1.305,0.881,4,18,4.5,NA,0,1,0,NA,NA,NA,NA,NA,NA,NA,0
