day,month,year,bin.id,vase.id,loc.id,com.id,paired.com.id,diversity.treatment,depth,disease.treatment,family.id,table,tray,cell.id,color,alive,shoot.no,length.1,length.2,length.3,length.4,length.5,length.6,length.7,Notes
28,july,2017,5,50,1,V67,V67,poly,mid,disease,M10,1,6,9B,pink,1,NA,NA,NA,NA,NA,NA,NA,NA,NA
28,july,2017,5,50,2,V67,V67,poly,mid,disease,M8,2,16,6A,yellow,1,NA,NA,NA,NA,NA,NA,NA,NA,NA
28,july,2017,5,50,3,V67,V67,poly,mid,disease,M9,2,13,5E,blue,0,NA,NA,NA,NA,NA,NA,NA,NA,dead
28,july,2017,5,50,4,V67,V67,poly,mid,disease,M12,2,9,8F,purple,1,NA,NA,NA,NA,NA,NA,NA,NA,NA
28,july,2017,6,51,1,V91,V91,poly,deep,disease,D1,1,1,9A,pink,1,NA,NA,NA,NA,NA,NA,NA,NA,NA
28,july,2017,6,51,2,V91,V91,poly,deep,disease,D3,2,13,8E,yellow,1,NA,NA,NA,NA,NA,NA,NA,NA,NA
28,july,2017,6,51,3,V91,V91,poly,deep,disease,D8,2,16,10A,blue,1,NA,NA,NA,NA,NA,NA,NA,NA,NA
28,july,2017,6,51,4,V91,V91,poly,deep,disease,D2,1,4,4B,purple,1,NA,NA,NA,NA,NA,NA,NA,NA,NA
28,july,2017,6,52,1,V33,V33,poly,shallow,disease,S12,2,9,2D,pink,1,NA,NA,NA,NA,NA,NA,NA,NA,NA
28,july,2017,6,52,2,V33,V33,poly,shallow,disease,S1,1,7,1C,yellow,1,NA,NA,NA,NA,NA,NA,NA,NA,NA
28,july,2017,6,52,3,V33,V33,poly,shallow,disease,S3,2,12,4A,blue,1,NA,NA,NA,NA,NA,NA,NA,NA,NA
28,july,2017,6,52,4,V33,V33,poly,shallow,disease,S5,1,4,9C,purple,1,NA,NA,NA,NA,NA,NA,NA,NA,NA
28,july,2017,6,53,1,V65,V65,poly,mid,disease,M3,2,15,1F,pink,1,NA,NA,NA,NA,NA,NA,NA,NA,NA
28,july,2017,6,53,2,V65,V65,poly,mid,disease,M11,1,4,8D,yellow,1,NA,NA,NA,NA,NA,NA,NA,NA,NA
28,july,2017,6,53,3,V65,V65,poly,mid,disease,M7,1,3,10D,blue,1,NA,NA,NA,NA,NA,NA,NA,NA,NA
28,july,2017,6,53,4,V65,V65,poly,mid,disease,M10,2,13,5B,purple,1,NA,NA,NA,NA,NA,NA,NA,NA,NA
28,july,2017,6,54,1,V77,V77,mono,deep,disease,D3,1,4,5E,pink,1,NA,NA,NA,NA,NA,NA,NA,NA,NA
28,july,2017,6,54,2,V77,V77,mono,deep,disease,D3,1,5,1A,yellow,1,NA,NA,NA,NA,NA,NA,NA,NA,NA
28,july,2017,6,54,3,V77,V77,mono,deep,disease,D3,2,16,2E,blue,1,NA,NA,NA,NA,NA,NA,NA,NA,NA
28,july,2017,6,54,4,V77,V77,mono,deep,disease,D3,2,16,5B,purple,0,NA,NA,NA,NA,NA,NA,NA,NA,dead
28,july,2017,6,55,1,V66,V65,poly,mid,control,M3,2,12,3F,pink,1,NA,NA,NA,NA,NA,NA,NA,NA,NA
28,july,2017,6,55,2,V66,V65,poly,mid,control,M11,1,5,4E,yellow,1,NA,NA,NA,NA,NA,NA,NA,NA,NA
28,july,2017,6,55,3,V66,V65,poly,mid,control,M7,1,4,4E,blue,0,NA,NA,NA,NA,NA,NA,NA,NA,dead
28,july,2017,6,55,4,V66,V65,poly,mid,control,M10,2,14,1F,purple,1,NA,NA,NA,NA,NA,NA,NA,NA,NA
28,july,2017,6,56,1,V78,V77,mono,deep,control,D3,1,6,12C,pink,1,NA,NA,NA,NA,NA,NA,NA,NA,NA
28,july,2017,6,56,2,V78,V77,mono,deep,control,D3,1,6,8D,yellow,1,NA,NA,NA,NA,NA,NA,NA,NA,NA
28,july,2017,6,56,3,V78,V77,mono,deep,control,D3,2,15,4A,blue,1,NA,NA,NA,NA,NA,NA,NA,NA,NA
28,july,2017,6,56,4,V78,V77,mono,deep,control,D3,2,15,5F,purple,0,NA,NA,NA,NA,NA,NA,NA,NA,dead
28,july,2017,6,57,1,V20,V19,poly,shallow,control,S5,2,10,1F,pink,1,NA,NA,NA,NA,NA,NA,NA,NA,NA
28,july,2017,6,57,2,V20,V19,poly,shallow,control,S10,1,6,3D,yellow,1,NA,NA,NA,NA,NA,NA,NA,NA,NA
28,july,2017,6,57,3,V20,V19,poly,shallow,control,S2,1,4,10C,blue,0,NA,NA,NA,NA,NA,NA,NA,NA,dead
28,july,2017,6,57,4,V20,V19,poly,shallow,control,S3,2,10,11B,purple,0,NA,NA,NA,NA,NA,NA,NA,NA,dead
28,july,2017,6,58,1,V92,V91,poly,deep,control,D1,1,4,12D,pink,1,NA,NA,NA,NA,NA,NA,NA,NA,NA
28,july,2017,6,58,2,V92,V91,poly,deep,control,D3,2,12,5E,yellow,1,NA,NA,NA,NA,NA,NA,NA,NA,NA
28,july,2017,6,58,3,V92,V91,poly,deep,control,D8,2,10,4C,blue,1,NA,NA,NA,NA,NA,NA,NA,NA,NA
28,july,2017,6,58,4,V92,V91,poly,deep,control,D2,1,3,5B,purple,1,NA,NA,NA,NA,NA,NA,NA,NA,NA
28,july,2017,6,59,1,V34,V33,poly,shallow,control,S12,2,16,9A,pink,1,NA,NA,NA,NA,NA,NA,NA,NA,NA
28,july,2017,6,59,2,V34,V33,poly,shallow,control,S1,1,6,7A,yellow,1,NA,NA,NA,NA,NA,NA,NA,NA,NA
28,july,2017,6,59,3,V34,V33,poly,shallow,control,S3,2,13,5C,blue,1,NA,NA,NA,NA,NA,NA,NA,NA,NA
28,july,2017,6,59,4,V34,V33,poly,shallow,control,S5,1,2,11C,purple,0,NA,NA,NA,NA,NA,NA,NA,NA,dead
28,july,2017,6,60,1,V19,V19,poly,shallow,disease,S5,2,16,5F,pink,1,NA,NA,NA,NA,NA,NA,NA,NA,NA
28,july,2017,6,60,2,V19,V19,poly,shallow,disease,S10,1,4,10B,yellow,1,NA,NA,NA,NA,NA,NA,NA,NA,NA
28,july,2017,6,60,3,V19,V19,poly,shallow,disease,S2,1,5,10D,blue,1,NA,NA,NA,NA,NA,NA,NA,NA,NA
28,july,2017,6,60,4,V19,V19,poly,shallow,disease,S3,2,14,1C,purple,1,NA,NA,NA,NA,NA,NA,NA,NA,NA
28,july,2017,7,61,1,V43,V43,mono,mid,disease,M7,2,12,12A,pink,1,NA,NA,NA,NA,NA,NA,NA,NA,NA
28,july,2017,7,61,2,V43,V43,mono,mid,disease,M7,2,16,12C,yellow,1,NA,NA,NA,NA,NA,NA,NA,NA,NA
28,july,2017,7,61,3,V43,V43,mono,mid,disease,M7,1,7,7D,blue,1,NA,NA,NA,NA,NA,NA,NA,NA,NA
28,july,2017,7,61,4,V43,V43,mono,mid,disease,M7,1,8,6F,purple,1,NA,NA,NA,NA,NA,NA,NA,NA,NA
28,july,2017,7,62,1,V29,V29,poly,shallow,disease,S1,1,5,11C,pink,1,NA,NA,NA,NA,NA,NA,NA,NA,NA
28,july,2017,7,62,2,V29,V29,poly,shallow,disease,S11,2,10,9A,yellow,1,NA,NA,NA,NA,NA,NA,NA,NA,NA
28,july,2017,7,62,3,V29,V29,poly,shallow,disease,S4,1,7,8C,blue,1,NA,NA,NA,NA,NA,NA,NA,NA,NA
28,july,2017,7,62,4,V29,V29,poly,shallow,disease,S6,2,12,1C,purple,1,NA,NA,NA,NA,NA,NA,NA,NA,NA
28,july,2017,7,63,1,V85,V85,mono,deep,disease,D9,2,15,5E,pink,1,NA,NA,NA,NA,NA,NA,NA,NA,NA
28,july,2017,7,63,2,V85,V85,mono,deep,disease,D9,2,16,7B,yellow,1,NA,NA,NA,NA,NA,NA,NA,NA,NA
28,july,2017,7,63,3,V85,V85,mono,deep,disease,D9,1,1,8B,blue,1,NA,NA,NA,NA,NA,NA,NA,NA,NA
28,july,2017,7,63,4,V85,V85,mono,deep,disease,D9,1,2,4D,purple,1,NA,NA,NA,NA,NA,NA,NA,NA,NA
28,july,2017,7,64,1,V57,V57,poly,mid,disease,M9,1,6,6C,pink,1,NA,NA,NA,NA,NA,NA,NA,NA,NA
28,july,2017,7,64,2,V57,V57,poly,mid,disease,M12,2,9,8B,yellow,1,NA,NA,NA,NA,NA,NA,NA,NA,NA
28,july,2017,7,64,3,V57,V57,poly,mid,disease,M4,1,3,2E,blue,1,NA,NA,NA,NA,NA,NA,NA,NA,NA
28,july,2017,7,64,4,V57,V57,poly,mid,disease,M10,2,13,8A,purple,1,NA,NA,NA,NA,NA,NA,NA,NA,NA
28,july,2017,7,65,1,V41,V41,mono,mid,disease,M6,2,12,11A,pink,1,NA,NA,NA,NA,NA,NA,NA,NA,NA
28,july,2017,7,65,2,V41,V41,mono,mid,disease,M6,1,5,2B,yellow,1,NA,NA,NA,NA,NA,NA,NA,NA,NA
28,july,2017,7,65,3,V41,V41,mono,mid,disease,M6,1,4,4F,blue,1,NA,NA,NA,NA,NA,NA,NA,NA,NA
28,july,2017,7,65,4,V41,V41,mono,mid,disease,M6,2,16,1C,purple,1,NA,NA,NA,NA,NA,NA,NA,NA,NA
28,july,2017,7,66,1,V42,V41,mono,mid,control,M6,2,9,2E,pink,1,NA,NA,NA,NA,NA,NA,NA,NA,NA
28,july,2017,7,66,2,V42,V41,mono,mid,control,M6,2,10,9D,yellow,1,NA,NA,NA,NA,NA,NA,NA,NA,NA
28,july,2017,7,66,3,V42,V41,mono,mid,control,M6,1,2,11F,blue,1,NA,NA,NA,NA,NA,NA,NA,NA,NA
28,july,2017,7,66,4,V42,V41,mono,mid,control,M6,1,6,6B,purple,1,NA,NA,NA,NA,NA,NA,NA,NA,NA
28,july,2017,7,67,1,V58,V57,poly,mid,control,M9,1,4,4C,pink,1,NA,NA,NA,NA,NA,NA,NA,NA,NA
28,july,2017,7,67,2,V58,V57,poly,mid,control,M12,2,12,5C,yellow,1,NA,NA,NA,NA,NA,NA,NA,NA,NA
28,july,2017,7,67,3,V58,V57,poly,mid,control,M4,1,7,4C,blue,1,NA,NA,NA,NA,NA,NA,NA,NA,NA
28,july,2017,7,67,4,V58,V57,poly,mid,control,M10,2,16,12B,purple,1,NA,NA,NA,NA,NA,NA,NA,NA,NA
28,july,2017,7,68,1,V30,V29,poly,shallow,control,S1,1,4,9D,pink,1,NA,NA,NA,NA,NA,NA,NA,NA,NA
28,july,2017,7,68,2,V30,V29,poly,shallow,control,S11,2,12,2A,yellow,1,NA,NA,NA,NA,NA,NA,NA,NA,NA
28,july,2017,7,68,3,V30,V29,poly,shallow,control,S4,1,5,11F,blue,1,NA,NA,NA,NA,NA,NA,NA,NA,NA
28,july,2017,7,68,4,V30,V29,poly,shallow,control,S6,2,10,5B,purple,1,NA,NA,NA,NA,NA,NA,NA,NA,NA
28,july,2017,7,69,1,V44,V43,mono,mid,control,M7,1,2,7A,pink,1,NA,NA,NA,NA,NA,NA,NA,NA,NA
28,july,2017,7,69,2,V44,V43,mono,mid,control,M7,2,11,10E,yellow,1,NA,NA,NA,NA,NA,NA,NA,NA,NA
28,july,2017,7,69,3,V44,V43,mono,mid,control,M7,1,2,11D,blue,1,NA,NA,NA,NA,NA,NA,NA,NA,NA
28,july,2017,7,69,4,V44,V43,mono,mid,control,M7,1,7,7B,purple,1,NA,NA,NA,NA,NA,NA,NA,NA,NA
28,july,2017,7,70,1,V86,V85,mono,deep,control,D9,2,12,6F,pink,1,NA,NA,NA,NA,NA,NA,NA,NA,replace if possible
28,july,2017,7,70,2,V86,V85,mono,deep,control,D9,2,9,1E,yellow,0,NA,NA,NA,NA,NA,NA,NA,NA,dead
28,july,2017,7,70,3,V86,V85,mono,deep,control,D9,1,1,1C,blue,1,NA,NA,NA,NA,NA,NA,NA,NA,NA
28,july,2017,7,70,4,V86,V85,mono,deep,control,D9,1,6,7B,purple,1,NA,NA,NA,NA,NA,NA,NA,NA,NA
28,july,2017,8,71,1,V23,V23,poly,shallow,disease,S2,2,14,11A,pink,1,NA,NA,NA,NA,NA,NA,NA,NA,NA
28,july,2017,8,71,2,V23,V23,poly,shallow,disease,S5,2,16,12E,yellow,1,NA,NA,NA,NA,NA,NA,NA,NA,NA
28,july,2017,8,71,3,V23,V23,poly,shallow,disease,S11,1,5,2D,blue,1,NA,NA,NA,NA,NA,NA,NA,NA,NA
28,july,2017,8,71,4,V23,V23,poly,shallow,disease,S3,1,1,10C,purple,1,NA,NA,NA,NA,NA,NA,NA,NA,NA
28,july,2017,8,72,1,V24,V23,poly,shallow,control,S2,2,12,7E,pink,1,NA,NA,NA,NA,NA,NA,NA,NA,NA
28,july,2017,8,72,2,V24,V23,poly,shallow,control,S5,2,13,4D,yellow,1,NA,NA,NA,NA,NA,NA,NA,NA,NA
28,july,2017,8,72,3,V24,V23,poly,shallow,control,S11,1,8,5C,blue,1,NA,NA,NA,NA,NA,NA,NA,NA,NA
28,july,2017,8,72,4,V24,V23,poly,shallow,control,S3,1,2,9B,purple,1,NA,NA,NA,NA,NA,NA,NA,NA,NA
28,july,2017,8,73,1,V16,V15,mono,shallow,control,S11,2,11,8E,pink,1,NA,NA,NA,NA,NA,NA,NA,NA,NA
28,july,2017,8,73,2,V16,V15,mono,shallow,control,S11,2,11,4D,yellow,1,NA,NA,NA,NA,NA,NA,NA,NA,NA
28,july,2017,8,73,3,V16,V15,mono,shallow,control,S11,1,1,10A,blue,1,NA,NA,NA,NA,NA,NA,NA,NA,NA
28,july,2017,8,73,4,V16,V15,mono,shallow,control,S11,1,3,6C,purple,1,NA,NA,NA,NA,NA,NA,NA,NA,NA
28,july,2017,8,74,1,V15,V15,mono,shallow,disease,S11,2,14,3C,pink,1,NA,NA,NA,NA,NA,NA,NA,NA,NA
28,july,2017,8,74,2,V15,V15,mono,shallow,disease,S11,2,10,11A,yellow,1,NA,NA,NA,NA,NA,NA,NA,NA,NA
28,july,2017,8,74,3,V15,V15,mono,shallow,disease,S11,1,4,2C,blue,1,NA,NA,NA,NA,NA,NA,NA,NA,NA
28,july,2017,8,74,4,V15,V15,mono,shallow,disease,S11,1,1,1E,purple,1,NA,NA,NA,NA,NA,NA,NA,NA,NA
28,july,2017,8,75,1,V83,V83,mono,deep,disease,D8,1,2,12F,pink,1,NA,NA,NA,NA,NA,NA,NA,NA,NA
28,july,2017,8,75,2,V83,V83,mono,deep,disease,D8,1,1,4B,yellow,1,NA,NA,NA,NA,NA,NA,NA,NA,NA
28,july,2017,8,75,3,V83,V83,mono,deep,disease,D8,2,12,11D,blue,0,NA,NA,NA,NA,NA,NA,NA,NA,dead
28,july,2017,8,75,4,V83,V83,mono,deep,disease,D8,2,14,9E,purple,1,NA,NA,NA,NA,NA,NA,NA,NA,NA
28,july,2017,8,76,1,V21,V21,poly,shallow,disease,S6,1,4,4A,pink,1,NA,NA,NA,NA,NA,NA,NA,NA,NA
28,july,2017,8,76,2,V21,V21,poly,shallow,disease,S10,2,10,1B,yellow,1,NA,NA,NA,NA,NA,NA,NA,NA,NA
28,july,2017,8,76,3,V21,V21,poly,shallow,disease,S11,1,2,10B,blue,1,NA,NA,NA,NA,NA,NA,NA,NA,NA
28,july,2017,8,76,4,V21,V21,poly,shallow,disease,S2,2,10,1C,purple,0,NA,NA,NA,NA,NA,NA,NA,NA,dead
28,july,2017,8,77,1,V104,V103,poly,deep,control,D11,2,16,1B,pink,1,NA,NA,NA,NA,NA,NA,NA,NA,NA
28,july,2017,8,77,2,V104,V103,poly,deep,control,D1,2,15,12E,yellow,1,NA,NA,NA,NA,NA,NA,NA,NA,NA
28,july,2017,8,77,3,V104,V103,poly,deep,control,D6,1,5,8E,blue,0,NA,NA,NA,NA,NA,NA,NA,NA,dead
28,july,2017,8,77,4,V104,V103,poly,deep,control,D8,1,6,5C,purple,1,NA,NA,NA,NA,NA,NA,NA,NA,NA
28,july,2017,8,78,1,V103,V103,poly,deep,disease,D11,2,14,2A,pink,1,NA,NA,NA,NA,NA,NA,NA,NA,NA
28,july,2017,8,78,2,V103,V103,poly,deep,disease,D1,2,14,8C,yellow,1,NA,NA,NA,NA,NA,NA,NA,NA,NA
28,july,2017,8,78,3,V103,V103,poly,deep,disease,D6,1,4,6A,blue,1,NA,NA,NA,NA,NA,NA,NA,NA,NA
28,july,2017,8,78,4,V103,V103,poly,deep,disease,D8,1,7,11F,purple,1,NA,NA,NA,NA,NA,NA,NA,NA,NA
28,july,2017,8,79,1,V84,V83,mono,deep,control,D8,1,1,8A,pink,1,NA,NA,NA,NA,NA,NA,NA,NA,NA
28,july,2017,8,79,2,V84,V83,mono,deep,control,D8,1,5,7D,yellow,1,NA,NA,NA,NA,NA,NA,NA,NA,NA
28,july,2017,8,79,3,V84,V83,mono,deep,control,D8,2,12,8F,blue,0,NA,NA,NA,NA,NA,NA,NA,NA,missing
28,july,2017,8,79,4,V84,V83,mono,deep,control,D8,1,8,3F,purple,1,NA,NA,NA,NA,NA,NA,NA,NA,NA
28,july,2017,8,80,1,V22,V21,poly,shallow,control,S6,1,4,7E,pink,1,NA,NA,NA,NA,NA,NA,NA,NA,NA
28,july,2017,8,80,2,V22,V21,poly,shallow,control,S10,2,16,4E,yellow,1,NA,NA,NA,NA,NA,NA,NA,NA,NA
28,july,2017,8,80,3,V22,V21,poly,shallow,control,S11,1,6,4A,blue,0,NA,NA,NA,NA,NA,NA,NA,NA,dead
28,july,2017,8,80,4,V22,V21,poly,shallow,control,S2,2,13,9D,purple,1,NA,NA,NA,NA,NA,NA,NA,NA,NA
28,july,2017,9,81,1,V9,V9,mono,shallow,disease,S5,1,6,1B,pink,1,NA,NA,NA,NA,NA,NA,NA,NA,NA
28,july,2017,9,81,2,V9,V9,mono,shallow,disease,S5,1,1,11D,yellow,1,NA,NA,NA,NA,NA,NA,NA,NA,NA
28,july,2017,9,81,3,V9,V9,mono,shallow,disease,S5,2,15,4F,blue,1,NA,NA,NA,NA,NA,NA,NA,NA,NA
28,july,2017,9,81,4,V9,V9,mono,shallow,disease,S5,2,13,11F,purple,1,NA,NA,NA,NA,NA,NA,NA,NA,NA
28,july,2017,9,82,1,V40,V39,mono,mid,control,M4,2,12,4E,pink,1,NA,NA,NA,NA,NA,NA,NA,NA,NA
28,july,2017,9,82,2,V40,V39,mono,mid,control,M4,2,10,9F,yellow,1,NA,NA,NA,NA,NA,NA,NA,NA,NA
28,july,2017,9,82,3,V40,V39,mono,mid,control,M4,1,6,7D,blue,1,NA,NA,NA,NA,NA,NA,NA,NA,NA
28,july,2017,9,82,4,V40,V39,mono,mid,control,M4,1,3,4D,purple,0,NA,NA,NA,NA,NA,NA,NA,NA,dead
28,july,2017,9,83,1,V36,V35,poly,shallow,control,S11,2,15,10C,pink,1,NA,NA,NA,NA,NA,NA,NA,NA,NA
28,july,2017,9,83,2,V36,V35,poly,shallow,control,S10,2,11,4C,yellow,1,NA,NA,NA,NA,NA,NA,NA,NA,NA
28,july,2017,9,83,3,V36,V35,poly,shallow,control,S4,1,6,4C,blue,1,NA,NA,NA,NA,NA,NA,NA,NA,NA
28,july,2017,9,83,4,V36,V35,poly,shallow,control,S5,1,1,10E,purple,1,NA,NA,NA,NA,NA,NA,NA,NA,NA
28,july,2017,9,84,1,V35,V35,poly,shallow,disease,S11,2,15,8F,pink,1,NA,NA,NA,NA,NA,NA,NA,NA,NA
28,july,2017,9,84,2,V35,V35,poly,shallow,disease,S10,2,13,7B,yellow,1,NA,NA,NA,NA,NA,NA,NA,NA,NA
28,july,2017,9,84,3,V35,V35,poly,shallow,disease,S4,1,1,5D,blue,1,NA,NA,NA,NA,NA,NA,NA,NA,NA
28,july,2017,9,84,4,V35,V35,poly,shallow,disease,S5,1,3,6B,purple,1,NA,NA,NA,NA,NA,NA,NA,NA,NA
28,july,2017,9,85,1,V5,V5,mono,shallow,disease,S3,2,16,1F,pink,1,NA,NA,NA,NA,NA,NA,NA,NA,NA
28,july,2017,9,85,2,V5,V5,mono,shallow,disease,S3,1,8,8C,yellow,1,NA,NA,NA,NA,NA,NA,NA,NA,NA
28,july,2017,9,85,3,V5,V5,mono,shallow,disease,S3,2,11,1E,blue,1,NA,NA,NA,NA,NA,NA,NA,NA,NA
28,july,2017,9,85,4,V5,V5,mono,shallow,disease,S3,1,7,3A,purple,1,NA,NA,NA,NA,NA,NA,NA,NA,NA
28,july,2017,9,86,1,V10,V9,mono,shallow,control,S5,1,4,2A,pink,1,NA,NA,NA,NA,NA,NA,NA,NA,NA
28,july,2017,9,86,2,V10,V9,mono,shallow,control,S5,1,5,10C,yellow,1,NA,NA,NA,NA,NA,NA,NA,NA,NA
28,july,2017,9,86,3,V10,V9,mono,shallow,control,S5,2,9,12A,blue,1,NA,NA,NA,NA,NA,NA,NA,NA,NA
28,july,2017,9,86,4,V10,V9,mono,shallow,control,S5,2,15,9B,purple,1,NA,NA,NA,NA,NA,NA,NA,NA,NA
28,july,2017,9,87,1,V123,V123,poly,mix,disease,S1,2,12,6A,pink,1,NA,NA,NA,NA,NA,NA,NA,NA,NA
28,july,2017,9,87,2,V123,V123,poly,mix,disease,M12,1,4,6E,yellow,1,NA,NA,NA,NA,NA,NA,NA,NA,NA
28,july,2017,9,87,3,V123,V123,poly,mix,disease,D1,2,15,5C,blue,1,NA,NA,NA,NA,NA,NA,NA,NA,NA
28,july,2017,9,87,4,V123,V123,poly,mix,disease,D3,1,7,8F,purple,1,NA,NA,NA,NA,NA,NA,NA,NA,NA
28,july,2017,9,88,1,V124,V123,poly,mix,control,S1,2,13,11C,pink,1,NA,NA,NA,NA,NA,NA,NA,NA,NA
28,july,2017,9,88,2,V124,V123,poly,mix,control,M12,1,8,5D,yellow,1,NA,NA,NA,NA,NA,NA,NA,NA,NA
28,july,2017,9,88,3,V124,V123,poly,mix,control,D1,2,9,3E,blue,0,NA,NA,NA,NA,NA,NA,NA,NA,dead
28,july,2017,9,88,4,V124,V123,poly,mix,control,D3,1,5,7C,purple,1,NA,NA,NA,NA,NA,NA,NA,NA,NA
28,july,2017,9,89,1,V39,V39,mono,mid,disease,M4,2,16,4D,pink,1,NA,NA,NA,NA,NA,NA,NA,NA,NA
28,july,2017,9,89,2,V39,V39,mono,mid,disease,M4,2,13,12C,yellow,1,NA,NA,NA,NA,NA,NA,NA,NA,NA
28,july,2017,9,89,3,V39,V39,mono,mid,disease,M4,1,7,2C,blue,1,NA,NA,NA,NA,NA,NA,NA,NA,NA
28,july,2017,9,89,4,V39,V39,mono,mid,disease,M4,1,5,3C,purple,1,NA,NA,NA,NA,NA,NA,NA,NA,NA
28,july,2017,9,90,1,V6,V5,mono,shallow,control,S3,2,11,5F,pink,1,NA,NA,NA,NA,NA,NA,NA,NA,NA
28,july,2017,9,90,2,V6,V5,mono,shallow,control,S3,1,4,1D,yellow,1,NA,NA,NA,NA,NA,NA,NA,NA,NA
28,july,2017,9,90,3,V6,V5,mono,shallow,control,S3,2,15,1B,blue,1,NA,NA,NA,NA,NA,NA,NA,NA,NA
28,july,2017,9,90,4,V6,V5,mono,shallow,control,S3,1,3,10B,purple,1,NA,NA,NA,NA,NA,NA,NA,NA,NA
28,july,2017,10,91,1,V107,V107,poly,deep,disease,D4,1,5,7E,pink,1,NA,NA,NA,NA,NA,NA,NA,NA,NA
28,july,2017,10,91,2,V107,V107,poly,deep,disease,D10,1,5,8D,yellow,1,NA,NA,NA,NA,NA,NA,NA,NA,NA
28,july,2017,10,91,3,V107,V107,poly,deep,disease,D3,1,4,5B,blue,1,NA,NA,NA,NA,NA,NA,NA,NA,NA
28,july,2017,10,91,4,V107,V107,poly,deep,disease,D1,2,9,12F,purple,1,NA,NA,NA,NA,NA,NA,NA,NA,NA
28,july,2017,10,92,1,V87,V87,mono,deep,disease,D10,1,3,11A,pink,1,NA,NA,NA,NA,NA,NA,NA,NA,NA
28,july,2017,10,92,2,V87,V87,mono,deep,disease,D10,2,9,8A,yellow,0,NA,NA,NA,NA,NA,NA,NA,NA,dead
28,july,2017,10,92,3,V87,V87,mono,deep,disease,D10,1,4,5A,blue,1,NA,NA,NA,NA,NA,NA,NA,NA,NA
28,july,2017,10,92,4,V87,V87,mono,deep,disease,D10,2,14,2F,purple,1,NA,NA,NA,NA,NA,NA,NA,NA,NA
28,july,2017,10,93,1,V79,V79,mono,deep,disease,D4,1,4,7A,pink,1,NA,NA,NA,NA,NA,NA,NA,NA,NA
28,july,2017,10,93,2,V79,V79,mono,deep,disease,D4,2,16,9B,yellow,1,NA,NA,NA,NA,NA,NA,NA,NA,NA
28,july,2017,10,93,3,V79,V79,mono,deep,disease,D4,1,6,3C,blue,1,NA,NA,NA,NA,NA,NA,NA,NA,NA
28,july,2017,10,93,4,V79,V79,mono,deep,disease,D4,2,13,10A,purple,1,NA,NA,NA,NA,NA,NA,NA,NA,NA
28,july,2017,10,94,1,V112,V111,poly,mix,control,S5,2,14,7C,pink,1,NA,NA,NA,NA,NA,NA,NA,NA,NA
28,july,2017,10,94,2,V112,V111,poly,mix,control,M12,2,15,3A,yellow,1,NA,NA,NA,NA,NA,NA,NA,NA,NA
28,july,2017,10,94,3,V112,V111,poly,mix,control,D8,1,6,8F,blue,1,NA,NA,NA,NA,NA,NA,NA,NA,NA
28,july,2017,10,94,4,V112,V111,poly,mix,control,S4,1,4,1C,purple,0,NA,NA,NA,NA,NA,NA,NA,NA,dead
28,july,2017,10,95,1,V46,V45,mono,mid,control,M8,1,1,8D,pink,1,NA,NA,NA,NA,NA,NA,NA,NA,NA
28,july,2017,10,95,2,V46,V45,mono,mid,control,M8,1,7,10B,yellow,1,NA,NA,NA,NA,NA,NA,NA,NA,NA
28,july,2017,10,95,3,V46,V45,mono,mid,control,M8,2,16,9C,blue,1,NA,NA,NA,NA,NA,NA,NA,NA,NA
28,july,2017,10,95,4,V46,V45,mono,mid,control,M8,2,15,10D,purple,1,NA,NA,NA,NA,NA,NA,NA,NA,NA
28,july,2017,10,96,1,V88,V87,mono,deep,control,D10,1,8,7E,pink,1,NA,NA,NA,NA,NA,NA,NA,NA,NA
28,july,2017,10,96,2,V88,V87,mono,deep,control,D10,2,13,10C,yellow,1,NA,NA,NA,NA,NA,NA,NA,NA,NA
28,july,2017,10,96,3,V88,V87,mono,deep,control,D10,1,6,2A,blue,1,NA,NA,NA,NA,NA,NA,NA,NA,NA
28,july,2017,10,96,4,V88,V87,mono,deep,control,D10,2,13,1C,purple,1,NA,NA,NA,NA,NA,NA,NA,NA,NA
28,july,2017,10,97,1,V80,V79,mono,deep,control,D4,1,1,9E,pink,1,NA,NA,NA,NA,NA,NA,NA,NA,NA
28,july,2017,10,97,2,V80,V79,mono,deep,control,D4,2,15,8D,yellow,1,NA,NA,NA,NA,NA,NA,NA,NA,NA
28,july,2017,10,97,3,V80,V79,mono,deep,control,D4,1,7,11A,blue,1,NA,NA,NA,NA,NA,NA,NA,NA,NA
28,july,2017,10,97,4,V80,V79,mono,deep,control,D4,2,16,9D,purple,1,NA,NA,NA,NA,NA,NA,NA,NA,NA
28,july,2017,10,98,1,V45,V45,mono,mid,disease,M8,1,4,12B,pink,1,NA,NA,NA,NA,NA,NA,NA,NA,NA
28,july,2017,10,98,2,V45,V45,mono,mid,disease,M8,1,3,4F,yellow,1,NA,NA,NA,NA,NA,NA,NA,NA,NA
28,july,2017,10,98,3,V45,V45,mono,mid,disease,M8,2,14,12E,blue,1,NA,NA,NA,NA,NA,NA,NA,NA,replace if possible
28,july,2017,10,98,4,V45,V45,mono,mid,disease,M8,2,10,7E,purple,1,NA,NA,NA,NA,NA,NA,NA,NA,NA
28,july,2017,10,99,1,V111,V111,poly,mix,disease,S5,2,11,8C,pink,1,NA,NA,NA,NA,NA,NA,NA,NA,replace if possible
