day,month,year,bin.id,vase.id,loc.id,com.id,paired.com.id,diversity.treatment,depth,disease.treatment,family.id,table,tray,cell.id,color,alive,shoot.no,length.1,length.2,length.3,length.4,length.5,length.6,length.7,Notes
28,july,2017,10,99,2,V111,V111,poly,mix,disease,M12,2,14,2E,yellow,1,NA,NA,NA,NA,NA,NA,NA,NA,NA
28,july,2017,10,99,3,V111,V111,poly,mix,disease,D8,1,3,11D,blue,1,NA,NA,NA,NA,NA,NA,NA,NA,NA
28,july,2017,10,99,4,V111,V111,poly,mix,disease,S4,1,3,11C,purple,1,NA,NA,NA,NA,NA,NA,NA,NA,NA
28,july,2017,10,100,1,V108,V107,poly,deep,control,D4,1,2,4B,pink,1,NA,NA,NA,NA,NA,NA,NA,NA,NA
28,july,2017,10,100,2,V108,V107,poly,deep,control,D10,1,6,12E,yellow,1,NA,NA,NA,NA,NA,NA,NA,NA,NA
28,july,2017,10,100,3,V108,V107,poly,deep,control,D3,1,2,5F,blue,1,NA,NA,NA,NA,NA,NA,NA,NA,NA
28,july,2017,10,100,4,V108,V107,poly,deep,control,D1,2,13,9B,purple,1,NA,NA,NA,NA,NA,NA,NA,NA,NA
28,july,2017,11,101,1,V120,V119,poly,mix,control,D1,2,12,6E,pink,1,NA,NA,NA,NA,NA,NA,NA,NA,NA
28,july,2017,11,101,2,V120,V119,poly,mix,control,M6,1,1,11C,yellow,1,NA,NA,NA,NA,NA,NA,NA,NA,NA
28,july,2017,11,101,3,V120,V119,poly,mix,control,S10,1,8,6D,blue,1,NA,NA,NA,NA,NA,NA,NA,NA,NA
28,july,2017,11,101,4,V120,V119,poly,mix,control,M4,2,9,11B,purple,1,NA,NA,NA,NA,NA,NA,NA,NA,NA
28,july,2017,11,102,1,V82,V81,mono,deep,control,D6,2,10,12E,pink,0,NA,NA,NA,NA,NA,NA,NA,NA,dead
28,july,2017,11,102,2,V82,V81,mono,deep,control,D6,2,11,6D,yellow,1,NA,NA,NA,NA,NA,NA,NA,NA,NA
28,july,2017,11,102,3,V82,V81,mono,deep,control,D6,1,8,3D,blue,1,NA,NA,NA,NA,NA,NA,NA,NA,NA
28,july,2017,11,102,4,V82,V81,mono,deep,control,D6,1,7,3C,purple,1,NA,NA,NA,NA,NA,NA,NA,NA,NA
28,july,2017,11,103,1,V99,V99,poly,deep,disease,D9,2,9,12E,pink,1,NA,NA,NA,NA,NA,NA,NA,NA,NA
28,july,2017,11,103,2,V99,V99,poly,deep,disease,D2,1,2,7D,yellow,1,NA,NA,NA,NA,NA,NA,NA,NA,replace if possible
28,july,2017,11,103,3,V99,V99,poly,deep,disease,D6,2,12,10D,blue,1,NA,NA,NA,NA,NA,NA,NA,NA,NA
28,july,2017,11,103,4,V99,V99,poly,deep,disease,D8,1,2,1E,purple,1,NA,NA,NA,NA,NA,NA,NA,NA,NA
28,july,2017,11,104,1,V3,V3,mono,shallow,disease,S2,2,9,5F,pink,0,NA,NA,NA,NA,NA,NA,NA,NA,dead
28,july,2017,11,104,2,V3,V3,mono,shallow,disease,S2,2,12,5F,yellow,0,NA,NA,NA,NA,NA,NA,NA,NA,dead
28,july,2017,11,104,3,V3,V3,mono,shallow,disease,S2,1,7,6F,blue,1,NA,NA,NA,NA,NA,NA,NA,NA,NA
28,july,2017,11,104,4,V3,V3,mono,shallow,disease,S2,1,3,11E,purple,0,NA,NA,NA,NA,NA,NA,NA,NA,dead
28,july,2017,11,105,1,V4,V3,mono,shallow,control,S2,2,16,11C,pink,1,NA,NA,NA,NA,NA,NA,NA,NA,NA
28,july,2017,11,105,2,V4,V3,mono,shallow,control,S2,2,15,3E,yellow,0,NA,NA,NA,NA,NA,NA,NA,NA,missing
28,july,2017,11,105,3,V4,V3,mono,shallow,control,S2,1,7,7E,blue,1,NA,NA,NA,NA,NA,NA,NA,NA,NA
28,july,2017,11,105,4,V4,V3,mono,shallow,control,S2,1,8,7D,purple,1,NA,NA,NA,NA,NA,NA,NA,NA,NA
28,july,2017,11,106,1,V100,V99,poly,deep,control,D9,2,14,6F,pink,1,NA,NA,NA,NA,NA,NA,NA,NA,NA
28,july,2017,11,106,2,V100,V99,poly,deep,control,D2,1,8,2F,yellow,1,NA,NA,NA,NA,NA,NA,NA,NA,NA
28,july,2017,11,106,3,V100,V99,poly,deep,control,D6,2,14,10B,blue,0,NA,NA,NA,NA,NA,NA,NA,NA,dead
28,july,2017,11,106,4,V100,V99,poly,deep,control,D8,1,4,9F,purple,1,NA,NA,NA,NA,NA,NA,NA,NA,NA
28,july,2017,11,107,1,V96,V95,poly,deep,control,D3,1,7,8D,pink,1,NA,NA,NA,NA,NA,NA,NA,NA,NA
28,july,2017,11,107,2,V96,V95,poly,deep,control,D8,2,13,8D,yellow,1,NA,NA,NA,NA,NA,NA,NA,NA,NA
28,july,2017,11,107,3,V96,V95,poly,deep,control,D1,1,7,2B,blue,1,NA,NA,NA,NA,NA,NA,NA,NA,NA
28,july,2017,11,107,4,V96,V95,poly,deep,control,D6,2,13,8C,purple,1,NA,NA,NA,NA,NA,NA,NA,NA,NA
28,july,2017,11,108,1,V95,V95,poly,deep,disease,D3,1,2,10E,pink,1,NA,NA,NA,NA,NA,NA,NA,NA,NA
28,july,2017,11,108,2,V95,V95,poly,deep,disease,D8,2,16,2B,yellow,1,NA,NA,NA,NA,NA,NA,NA,NA,NA
28,july,2017,11,108,3,V95,V95,poly,deep,disease,D1,1,5,11D,blue,1,NA,NA,NA,NA,NA,NA,NA,NA,NA
28,july,2017,11,108,4,V95,V95,poly,deep,disease,D6,2,10,4D,purple,1,NA,NA,NA,NA,NA,NA,NA,NA,NA
28,july,2017,11,109,1,V81,V81,mono,deep,disease,D6,2,14,12F,pink,1,NA,NA,NA,NA,NA,NA,NA,NA,NA
28,july,2017,11,109,2,V81,V81,mono,deep,disease,D6,2,15,7E,yellow,0,NA,NA,NA,NA,NA,NA,NA,NA,dead
28,july,2017,11,109,3,V81,V81,mono,deep,disease,D6,1,6,10B,blue,1,NA,NA,NA,NA,NA,NA,NA,NA,NA
28,july,2017,11,109,4,V81,V81,mono,deep,disease,D6,1,1,4E,purple,1,NA,NA,NA,NA,NA,NA,NA,NA,replace if possible
28,july,2017,11,110,1,V119,V119,poly,mix,disease,D1,2,13,6B,pink,0,NA,NA,NA,NA,NA,NA,NA,NA,dead
28,july,2017,11,110,2,V119,V119,poly,mix,disease,M6,1,3,5A,yellow,1,NA,NA,NA,NA,NA,NA,NA,NA,replace if possible
28,july,2017,11,110,3,V119,V119,poly,mix,disease,S10,1,5,8C,blue,1,NA,NA,NA,NA,NA,NA,NA,NA,NA
28,july,2017,11,110,4,V119,V119,poly,mix,disease,M4,2,10,12F,purple,1,NA,NA,NA,NA,NA,NA,NA,NA,NA
28,july,2017,12,111,1,V75,V75,mono,deep,disease,D2,2,11,7D,pink,1,NA,NA,NA,NA,NA,NA,NA,NA,NA
28,july,2017,12,111,2,V75,V75,mono,deep,disease,D2,2,10,2B,yellow,1,NA,NA,NA,NA,NA,NA,NA,NA,NA
28,july,2017,12,111,3,V75,V75,mono,deep,disease,D2,1,2,10D,blue,1,NA,NA,NA,NA,NA,NA,NA,NA,NA
28,july,2017,12,111,4,V75,V75,mono,deep,disease,D2,1,6,10E,purple,1,NA,NA,NA,NA,NA,NA,NA,NA,NA
28,july,2017,12,112,1,V1,V1,mono,shallow,disease,S1,2,10,11D,pink,1,NA,NA,NA,NA,NA,NA,NA,NA,NA
28,july,2017,12,112,2,V1,V1,mono,shallow,disease,S1,2,16,9E,yellow,1,NA,NA,NA,NA,NA,NA,NA,NA,NA
28,july,2017,12,112,3,V1,V1,mono,shallow,disease,S1,1,2,5A,blue,1,NA,NA,NA,NA,NA,NA,NA,NA,NA
28,july,2017,12,112,4,V1,V1,mono,shallow,disease,S1,1,5,9F,purple,1,NA,NA,NA,NA,NA,NA,NA,NA,NA
28,july,2017,12,113,1,V31,V31,poly,shallow,disease,S10,1,3,3D,pink,1,NA,NA,NA,NA,NA,NA,NA,NA,NA
28,july,2017,12,113,2,V31,V31,poly,shallow,disease,S12,2,10,3A,yellow,1,NA,NA,NA,NA,NA,NA,NA,NA,NA
28,july,2017,12,113,3,V31,V31,poly,shallow,disease,S4,2,9,1C,blue,0,NA,NA,NA,NA,NA,NA,NA,NA,dead
28,july,2017,12,113,4,V31,V31,poly,shallow,disease,S2,1,4,5C,purple,1,NA,NA,NA,NA,NA,NA,NA,NA,NA
28,july,2017,12,114,1,V7,V7,mono,shallow,disease,S4,2,10,6C,pink,1,NA,NA,NA,NA,NA,NA,NA,NA,NA
28,july,2017,12,114,2,V7,V7,mono,shallow,disease,S4,2,16,12A,yellow,1,NA,NA,NA,NA,NA,NA,NA,NA,NA
28,july,2017,12,114,3,V7,V7,mono,shallow,disease,S4,1,6,8E,blue,1,NA,NA,NA,NA,NA,NA,NA,NA,NA
28,july,2017,12,114,4,V7,V7,mono,shallow,disease,S4,1,5,4F,purple,1,NA,NA,NA,NA,NA,NA,NA,NA,NA
28,july,2017,12,115,1,V32,V31,poly,shallow,control,S10,1,2,2C,pink,1,NA,NA,NA,NA,NA,NA,NA,NA,NA
28,july,2017,12,115,2,V32,V31,poly,shallow,control,S12,2,13,11B,yellow,1,NA,NA,NA,NA,NA,NA,NA,NA,replace if possible
28,july,2017,12,115,3,V32,V31,poly,shallow,control,S4,2,11,4A,blue,1,NA,NA,NA,NA,NA,NA,NA,NA,NA
28,july,2017,12,115,4,V32,V31,poly,shallow,control,S2,1,8,11A,purple,1,NA,NA,NA,NA,NA,NA,NA,NA,NA
28,july,2017,12,116,1,V2,V1,mono,shallow,control,S1,2,14,6B,pink,1,NA,NA,NA,NA,NA,NA,NA,NA,NA
28,july,2017,12,116,2,V2,V1,mono,shallow,control,S1,2,14,3D,yellow,1,NA,NA,NA,NA,NA,NA,NA,NA,NA
28,july,2017,12,116,3,V2,V1,mono,shallow,control,S1,1,8,7B,blue,1,NA,NA,NA,NA,NA,NA,NA,NA,NA
28,july,2017,12,116,4,V2,V1,mono,shallow,control,S1,1,7,11E,purple,1,NA,NA,NA,NA,NA,NA,NA,NA,NA
28,july,2017,12,117,1,V8,V7,mono,shallow,control,S4,2,11,9A,pink,1,NA,NA,NA,NA,NA,NA,NA,NA,replace if possible
28,july,2017,12,117,2,V8,V7,mono,shallow,control,S4,2,14,2C,yellow,1,NA,NA,NA,NA,NA,NA,NA,NA,replace if possible
28,july,2017,12,117,3,V8,V7,mono,shallow,control,S4,1,7,1D,blue,1,NA,NA,NA,NA,NA,NA,NA,NA,NA
28,july,2017,12,117,4,V8,V7,mono,shallow,control,S4,1,3,3E,purple,1,NA,NA,NA,NA,NA,NA,NA,NA,NA
28,july,2017,12,118,1,V27,V27,poly,shallow,disease,S6,1,5,5A,pink,1,NA,NA,NA,NA,NA,NA,NA,NA,NA
28,july,2017,12,118,2,V27,V27,poly,shallow,disease,S4,2,9,9D,yellow,0,NA,NA,NA,NA,NA,NA,NA,NA,missing
28,july,2017,12,118,3,V27,V27,poly,shallow,disease,S12,1,8,4D,blue,1,NA,NA,NA,NA,NA,NA,NA,NA,NA
28,july,2017,12,118,4,V27,V27,poly,shallow,disease,S1,2,11,6A,purple,1,NA,NA,NA,NA,NA,NA,NA,NA,NA
28,july,2017,12,119,1,V28,V27,poly,shallow,control,S6,1,7,8B,pink,1,NA,NA,NA,NA,NA,NA,NA,NA,NA
28,july,2017,12,119,2,V28,V27,poly,shallow,control,S4,2,15,5A,yellow,1,NA,NA,NA,NA,NA,NA,NA,NA,NA
28,july,2017,12,119,3,V28,V27,poly,shallow,control,S12,1,4,7B,blue,1,NA,NA,NA,NA,NA,NA,NA,NA,NA
28,july,2017,12,119,4,V28,V27,poly,shallow,control,S1,2,13,2E,purple,1,NA,NA,NA,NA,NA,NA,NA,NA,replace if possible
28,july,2017,12,120,1,V76,V75,mono,deep,control,D2,2,9,6F,pink,1,NA,NA,NA,NA,NA,NA,NA,NA,NA
28,july,2017,12,120,2,V76,V75,mono,deep,control,D2,2,11,11F,yellow,1,NA,NA,NA,NA,NA,NA,NA,NA,NA
28,july,2017,12,120,3,V76,V75,mono,deep,control,D2,1,5,2F,blue,1,NA,NA,NA,NA,NA,NA,NA,NA,NA
28,july,2017,12,120,4,V76,V75,mono,deep,control,D2,1,1,9D,purple,1,NA,NA,NA,NA,NA,NA,NA,NA,NA
28,july,2017,13,121,1,V94,V93,poly,deep,control,D9,2,12,10A,pink,1,NA,NA,NA,NA,NA,NA,NA,NA,NA
28,july,2017,13,121,2,V94,V93,poly,deep,control,D3,1,8,5B,yellow,1,NA,NA,NA,NA,NA,NA,NA,NA,NA
28,july,2017,13,121,3,V94,V93,poly,deep,control,D6,1,2,10C,blue,1,NA,NA,NA,NA,NA,NA,NA,NA,NA
28,july,2017,13,121,4,V94,V93,poly,deep,control,D10,2,16,5E,purple,1,NA,NA,NA,NA,NA,NA,NA,NA,NA
28,july,2017,13,122,1,V106,V105,poly,deep,control,D3,2,11,8D,pink,1,NA,NA,NA,NA,NA,NA,NA,NA,NA
28,july,2017,13,122,2,V106,V105,poly,deep,control,D2,2,12,9E,yellow,1,NA,NA,NA,NA,NA,NA,NA,NA,NA
28,july,2017,13,122,3,V106,V105,poly,deep,control,D6,1,6,10F,blue,1,NA,NA,NA,NA,NA,NA,NA,NA,NA
28,july,2017,13,122,4,V106,V105,poly,deep,control,D9,1,7,1E,purple,1,NA,NA,NA,NA,NA,NA,NA,NA,NA
28,july,2017,13,123,1,V69,V69,poly,mid,disease,M3,1,3,8B,pink,1,NA,NA,NA,NA,NA,NA,NA,NA,NA
28,july,2017,13,123,2,V69,V69,poly,mid,disease,M7,2,10,10A,yellow,1,NA,NA,NA,NA,NA,NA,NA,NA,NA
28,july,2017,13,123,3,V69,V69,poly,mid,disease,M9,1,2,11E,blue,1,NA,NA,NA,NA,NA,NA,NA,NA,NA
28,july,2017,13,123,4,V69,V69,poly,mid,disease,M12,1,7,5D,purple,1,NA,NA,NA,NA,NA,NA,NA,NA,NA
28,july,2017,13,124,1,V93,V93,poly,deep,disease,D9,2,14,10A,pink,1,NA,NA,NA,NA,NA,NA,NA,NA,NA
28,july,2017,13,124,2,V93,V93,poly,deep,disease,D3,1,8,1C,yellow,1,NA,NA,NA,NA,NA,NA,NA,NA,NA
28,july,2017,13,124,3,V93,V93,poly,deep,disease,D6,1,2,9C,blue,1,NA,NA,NA,NA,NA,NA,NA,NA,NA
28,july,2017,13,124,4,V93,V93,poly,deep,disease,D10,2,15,2B,purple,1,NA,NA,NA,NA,NA,NA,NA,NA,NA
28,july,2017,13,125,1,V105,V105,poly,deep,disease,D3,2,11,10C,pink,1,NA,NA,NA,NA,NA,NA,NA,NA,NA
28,july,2017,13,125,2,V105,V105,poly,deep,disease,D2,2,15,9C,yellow,1,NA,NA,NA,NA,NA,NA,NA,NA,NA
28,july,2017,13,125,3,V105,V105,poly,deep,disease,D6,1,1,1D,blue,0,NA,NA,NA,NA,NA,NA,NA,NA,dead
28,july,2017,13,125,4,V105,V105,poly,deep,disease,D9,1,5,9A,purple,1,NA,NA,NA,NA,NA,NA,NA,NA,NA
28,july,2017,13,126,1,V70,V69,poly,mid,control,M3,1,6,5F,pink,1,NA,NA,NA,NA,NA,NA,NA,NA,NA
28,july,2017,13,126,2,V70,V69,poly,mid,control,M7,2,15,9D,yellow,1,NA,NA,NA,NA,NA,NA,NA,NA,NA
28,july,2017,13,126,3,V70,V69,poly,mid,control,M9,1,6,6F,blue,1,NA,NA,NA,NA,NA,NA,NA,NA,NA
28,july,2017,13,126,4,V70,V69,poly,mid,control,M12,1,6,4E,purple,1,NA,NA,NA,NA,NA,NA,NA,NA,NA
11,october,2017,1,1,1,V13,V13,mono,shallow,disease,S10,1,5,5E,pink,1,1,NA,NA,NA,NA,NA,NA,NA,NA
11,october,2017,1,1,2,V13,V13,mono,shallow,disease,S10,2,12,7A,yellow,0,0,NA,NA,NA,NA,NA,NA,NA,NA
11,october,2017,1,1,3,V13,V13,mono,shallow,disease,S10,2,13,2D,blue,0,0,NA,NA,NA,NA,NA,NA,NA,NA
11,october,2017,1,1,4,V13,V13,mono,shallow,disease,S10,1,8,4E,purple,0,0,NA,NA,NA,NA,NA,NA,NA,NA
11,october,2017,1,2,1,V62,V61,poly,mid,control,M11,2,15,1D,pink,1,1,NA,NA,NA,NA,NA,NA,NA,NA
11,october,2017,1,2,2,V62,V61,poly,mid,control,M8,1,2,1B,yellow,1,1,NA,NA,NA,NA,NA,NA,NA,NA
11,october,2017,1,2,3,V62,V61,poly,mid,control,M7,2,14,1A,blue,1,2,NA,NA,NA,NA,NA,NA,NA,NA
11,october,2017,1,2,4,V62,V61,poly,mid,control,M3,1,6,11E,purple,1,1,NA,NA,NA,NA,NA,NA,NA,NA
11,october,2017,1,3,1,V117,V117,poly,mix,disease,M3,2,16,6B,pink,0,0,NA,NA,NA,NA,NA,NA,NA,NA
11,october,2017,1,3,2,V117,V117,poly,mix,disease,S5,1,2,10A,yellow,1,1,NA,NA,NA,NA,NA,NA,NA,NA
11,october,2017,1,3,3,V117,V117,poly,mix,disease,D2,1,7,3D,blue,1,1,NA,NA,NA,NA,NA,NA,NA,NA
11,october,2017,1,3,4,V117,V117,poly,mix,disease,M8,1,1,2D,purple,0,0,NA,NA,NA,NA,NA,NA,NA,NA
11,october,2017,1,4,1,V14,V13,mono,shallow,control,S10,2,14,9F,pink,1,2,NA,NA,NA,NA,NA,NA,NA,NA
11,october,2017,1,4,2,V14,V13,mono,shallow,control,S10,1,4,9A,yellow,1,1,NA,NA,NA,NA,NA,NA,NA,NA
11,october,2017,1,4,3,V14,V13,mono,shallow,control,S10,2,11,10B,blue,1,1,NA,NA,NA,NA,NA,NA,NA,NA
11,october,2017,1,4,4,V14,V13,mono,shallow,control,S10,2,16,10D,purple,1,1,NA,NA,NA,NA,NA,NA,NA,NA
11,october,2017,1,5,1,V118,V117,poly,mix,control,M3,2,9,7A,pink,0,0,NA,NA,NA,NA,NA,NA,NA,NA
11,october,2017,1,5,2,V118,V117,poly,mix,control,S5,1,7,12E,yellow,1,1,NA,NA,NA,NA,NA,NA,NA,NA
11,october,2017,1,5,3,V118,V117,poly,mix,control,D2,1,4,8A,blue,1,2,NA,NA,NA,NA,NA,NA,NA,NA
11,october,2017,1,5,4,V118,V117,poly,mix,control,M8,1,6,9C,purple,1,1,NA,NA,NA,NA,NA,NA,NA,NA
11,october,2017,1,6,1,V26,V25,poly,shallow,control,S12,1,5,12A,pink,1,1,NA,NA,NA,NA,NA,NA,NA,NA
11,october,2017,1,6,2,V26,V25,poly,shallow,control,S3,1,5,5F,yellow,1,1,NA,NA,NA,NA,NA,NA,NA,NA
11,october,2017,1,6,3,V26,V25,poly,shallow,control,S6,2,10,7D,blue,1,1,NA,NA,NA,NA,NA,NA,NA,NA
11,october,2017,1,6,4,V26,V25,poly,shallow,control,S1,2,9,3C,purple,0,0,NA,NA,NA,NA,NA,NA,NA,NA
11,october,2017,1,7,1,V98,V97,poly,deep,control,D2,1,3,8C,pink,1,1,NA,NA,NA,NA,NA,NA,NA,NA
11,october,2017,1,7,2,V98,V97,poly,deep,control,D9,2,14,6F,yellow,1,1,NA,NA,NA,NA,NA,NA,NA,NA
11,october,2017,1,7,3,V98,V97,poly,deep,control,D4,1,3,3F,blue,0,0,NA,NA,NA,NA,NA,NA,NA,NA
11,october,2017,1,7,4,V98,V97,poly,deep,control,D11,1,1,8E,purple,1,1,NA,NA,NA,NA,NA,NA,NA,NA
11,october,2017,1,8,1,V97,V97,poly,deep,disease,D2,2,16,11D,pink,1,1,NA,NA,NA,NA,NA,NA,NA,NA
11,october,2017,1,8,2,V97,V97,poly,deep,disease,D9,2,9,12E,yellow,0,0,NA,NA,NA,NA,NA,NA,NA,NA
11,october,2017,1,8,3,V97,V97,poly,deep,disease,D4,1,3,5F,blue,1,2,NA,NA,NA,NA,NA,NA,NA,NA
11,october,2017,1,8,4,V97,V97,poly,deep,disease,D11,1,8,5E,purple,1,1,NA,NA,NA,NA,NA,NA,NA,NA
11,october,2017,1,9,1,V25,V25,poly,shallow,disease,S12,1,8,9E,pink,1,3,NA,NA,NA,NA,NA,NA,NA,NA
11,october,2017,1,9,2,V25,V25,poly,shallow,disease,S3,1,2,6E,yellow,0,0,NA,NA,NA,NA,NA,NA,NA,NA
11,october,2017,1,9,3,V25,V25,poly,shallow,disease,S6,2,16,8E,blue,1,1,NA,NA,NA,NA,NA,NA,NA,NA
11,october,2017,1,9,4,V25,V25,poly,shallow,disease,S1,2,16,6C,purple,0,0,NA,NA,NA,NA,NA,NA,NA,NA
11,october,2017,1,10,1,V61,V61,poly,mid,disease,M11,2,16,8A,pink,1,1,NA,NA,NA,NA,NA,NA,NA,NA
11,october,2017,1,10,2,V61,V61,poly,mid,disease,M8,1,7,1F,yellow,1,1,NA,NA,NA,NA,NA,NA,NA,NA
11,october,2017,1,10,3,V61,V61,poly,mid,disease,M7,2,14,3E,blue,1,1,NA,NA,NA,NA,NA,NA,NA,NA
11,october,2017,1,10,4,V61,V61,poly,mid,disease,M3,1,5,3F,purple,0,0,NA,NA,NA,NA,NA,NA,NA,NA
11,october,2017,2,11,1,V48,V47,mono,mid,control,M9,1,5,4D,pink,1,3,NA,NA,NA,NA,NA,NA,NA,NA
11,october,2017,2,11,2,V48,V47,mono,mid,control,M9,2,16,12F,yellow,1,3,NA,NA,NA,NA,NA,NA,NA,NA
11,october,2017,2,11,3,V48,V47,mono,mid,control,M9,1,3,10C,blue,0,0,NA,NA,NA,NA,NA,NA,NA,NA
11,october,2017,2,11,4,V48,V47,mono,mid,control,M9,2,11,5E,purple,1,1,NA,NA,NA,NA,NA,NA,NA,NA
11,october,2017,2,12,1,V51,V51,mono,mid,disease,M11,1,6,5D,pink,0,0,NA,NA,NA,NA,NA,NA,NA,NA
11,october,2017,2,12,2,V51,V51,mono,mid,disease,M11,2,10,9E,yellow,0,0,NA,NA,NA,NA,NA,NA,NA,NA
11,october,2017,2,12,3,V51,V51,mono,mid,disease,M11,2,16,6F,blue,0,0,NA,NA,NA,NA,NA,NA,NA,NA
11,october,2017,2,12,4,V51,V51,mono,mid,disease,M11,1,4,4D,purple,1,1,NA,NA,NA,NA,NA,NA,NA,NA
11,october,2017,2,13,1,V52,V51,mono,mid,control,M11,1,6,9F,pink,1,1,NA,NA,NA,NA,NA,NA,NA,NA
11,october,2017,2,13,2,V52,V51,mono,mid,control,M11,2,14,9D,yellow,0,0,NA,NA,NA,NA,NA,NA,NA,NA
11,october,2017,2,13,3,V52,V51,mono,mid,control,M11,2,13,10F,blue,1,1,NA,NA,NA,NA,NA,NA,NA,NA
11,october,2017,2,13,4,V52,V51,mono,mid,control,M11,1,7,3E,purple,1,1,NA,NA,NA,NA,NA,NA,NA,NA
11,october,2017,2,14,1,V47,V47,mono,mid,disease,M9,1,7,6B,pink,0,0,NA,NA,NA,NA,NA,NA,NA,NA
11,october,2017,2,14,2,V47,V47,mono,mid,disease,M9,2,12,10C,yellow,1,1,NA,NA,NA,NA,NA,NA,NA,NA
11,october,2017,2,14,3,V47,V47,mono,mid,disease,M9,1,1,11A,blue,1,1,NA,NA,NA,NA,NA,NA,NA,NA
11,october,2017,2,14,4,V47,V47,mono,mid,disease,M9,2,9,10D,purple,0,0,NA,NA,NA,NA,NA,NA,NA,NA
11,october,2017,2,15,1,V74,V73,mono,deep,control,D1,2,14,8F,pink,0,0,NA,NA,NA,NA,NA,NA,NA,NA
11,october,2017,2,15,2,V74,V73,mono,deep,control,D1,1,1,3F,yellow,0,0,NA,NA,NA,NA,NA,NA,NA,NA
11,october,2017,2,15,3,V74,V73,mono,deep,control,D1,2,16,5C,blue,0,0,NA,NA,NA,NA,NA,NA,NA,NA
11,october,2017,2,15,4,V74,V73,mono,deep,control,D1,1,5,8A,purple,1,1,NA,NA,NA,NA,NA,NA,NA,NA
11,october,2017,2,16,1,V73,V73,mono,deep,disease,D1,2,11,11B,pink,1,1,NA,NA,NA,NA,NA,NA,NA,NA
11,october,2017,2,16,2,V73,V73,mono,deep,disease,D1,1,2,5D,yellow,1,2,NA,NA,NA,NA,NA,NA,NA,NA
11,october,2017,2,16,3,V73,V73,mono,deep,disease,D1,2,11,12D,blue,1,1,NA,NA,NA,NA,NA,NA,NA,NA
11,october,2017,2,16,4,V73,V73,mono,deep,disease,D1,1,6,3B,purple,1,1,NA,NA,NA,NA,NA,NA,NA,NA
11,october,2017,2,17,1,V109,V109,poly,mix,disease,S11,2,9,7E,pink,1,2,NA,NA,NA,NA,NA,NA,NA,NA
11,october,2017,2,17,2,V109,V109,poly,mix,disease,M9,2,14,12C,yellow,1,1,NA,NA,NA,NA,NA,NA,NA,NA
11,october,2017,2,17,3,V109,V109,poly,mix,disease,D11,2,11,2D,blue,1,1,NA,NA,NA,NA,NA,NA,NA,NA
11,october,2017,2,17,4,V109,V109,poly,mix,disease,S12,1,3,12E,purple,1,2,NA,NA,NA,NA,NA,NA,NA,NA
11,october,2017,2,18,1,V18,V17,mono,shallow,control,S12,1,6,9D,pink,1,1,NA,NA,NA,NA,NA,NA,NA,NA
11,october,2017,2,18,2,V18,V17,mono,shallow,control,S12,1,2,10F,yellow,1,2,NA,NA,NA,NA,NA,NA,NA,NA
11,october,2017,2,18,3,V18,V17,mono,shallow,control,S12,2,14,1E,blue,1,3,NA,NA,NA,NA,NA,NA,NA,NA
11,october,2017,2,18,4,V18,V17,mono,shallow,control,S12,2,9,9C,purple,0,0,NA,NA,NA,NA,NA,NA,NA,NA
11,october,2017,2,19,1,V17,V17,mono,shallow,disease,S12,1,3,10E,pink,0,0,NA,NA,NA,NA,NA,NA,NA,NA
11,october,2017,2,19,2,V17,V17,mono,shallow,disease,S12,1,4,6F,yellow,1,3,NA,NA,NA,NA,NA,NA,NA,NA
11,october,2017,2,19,3,V17,V17,mono,shallow,disease,S12,2,13,4B,blue,0,0,NA,NA,NA,NA,NA,NA,NA,NA
11,october,2017,2,19,4,V17,V17,mono,shallow,disease,S12,2,16,4F,purple,1,1,NA,NA,NA,NA,NA,NA,NA,NA
11,october,2017,2,20,1,V110,V109,poly,mix,control,S11,2,13,5D,pink,1,1,NA,NA,NA,NA,NA,NA,NA,NA
11,october,2017,2,20,2,V110,V109,poly,mix,control,M9,2,15,9F,yellow,1,2,NA,NA,NA,NA,NA,NA,NA,NA
11,october,2017,2,20,3,V110,V109,poly,mix,control,D11,2,15,4D,blue,0,0,NA,NA,NA,NA,NA,NA,NA,NA
11,october,2017,2,20,4,V110,V109,poly,mix,control,S12,1,6,3A,purple,1,1,NA,NA,NA,NA,NA,NA,NA,NA
11,october,2017,3,21,1,V101,V101,poly,deep,disease,D11,1,6,11F,pink,1,1,NA,NA,NA,NA,NA,NA,NA,NA
11,october,2017,3,21,2,V101,V101,poly,deep,disease,D9,1,5,10A,yellow,1,1,NA,NA,NA,NA,NA,NA,NA,NA
11,october,2017,3,21,3,V101,V101,poly,deep,disease,D4,1,4,2E,blue,1,1,NA,NA,NA,NA,NA,NA,NA,NA
11,october,2017,3,21,4,V101,V101,poly,deep,disease,D10,2,9,9A,purple,1,4,NA,NA,NA,NA,NA,NA,NA,NA
11,october,2017,3,22,1,V72,V71,poly,mid,control,M9,2,14,12A,pink,1,3,NA,NA,NA,NA,NA,NA,NA,NA
11,october,2017,3,22,2,V72,V71,poly,mid,control,M10,1,3,11F,yellow,1,1,NA,NA,NA,NA,NA,NA,NA,NA
11,october,2017,3,22,3,V72,V71,poly,mid,control,M12,1,3,3B,blue,1,1,NA,NA,NA,NA,NA,NA,NA,NA
11,october,2017,3,22,4,V72,V71,poly,mid,control,M6,2,15,12F,purple,1,2,NA,NA,NA,NA,NA,NA,NA,NA
